topic,term,beta
2,leeks,3.1327171578089516e-6
3,leeks,4.2409663533274685e-5
4,leeks,4.951255211187341e-6
1,radishes,2.265167480526704e-5
2,radishes,1.3871910522785553e-5
3,radishes,1.9128710332017087e-5
4,radishes,1.6130186939231696e-5
1,blackberries,1.7161155992977315e-5
2,blackberries,1.2844783497244515e-5
3,blackberries,2.1696350651201716e-5
4,blackberries,1.8005842878101663e-5
1,bratwurst,8.808006095064372e-6
2,bratwurst,1.3285424051737408e-5
3,bratwurst,4.755085516426963e-6
4,bratwurst,1.0613019373389027e-5
1,lard,7.520706801335864e-7
2,lard,7.785314028893102e-6
3,lard,1.6530423034694998e-5
4,lard,2.8018288309844902e-5
1,oat,9.61591012534846e-6
2,oat,3.9813168819688175e-5
3,oat,3.8946537375271894e-5
4,oat,2.713943168468105e-5
1,melon,3.362542204816524e-5
2,melon,4.8007253072717225e-5
3,melon,3.4807685826644425e-5
4,melon,2.089754570776196e-5
1,pears,2.2774169695782778e-5
2,pears,1.5836251257628688e-5
3,pears,3.2837840898268576e-5
4,pears,7.607977059072627e-6
1,catsup,3.2647029027043007e-6
2,catsup,4.085509447247176e-6
3,catsup,2.2722697530306568e-6
4,catsup,2.8634108268807682e-6
1,dock,1.147484643585252e-6
2,dock,7.28483476586069e-6
3,dock,5.654977215478476e-5
4,dock,5.562974780250403e-7
1,concentrate,1.1505262650480933e-5
2,concentrate,6.052618861894077e-6
3,concentrate,2.3639124425286225e-5
4,concentrate,6.654247387446623e-6
1,cornmeal,4.9344824228990066e-5
2,cornmeal,5.534276237783053e-6
3,cornmeal,1.8022975185831105e-5
4,cornmeal,4.6732503500687885e-5
1,shallots,2.2398174303514552e-5
2,shallots,5.117064824377158e-6
3,shallots,1.928803605507159e-5
4,shallots,2.289935479002936e-5
1,swamp,5.754958574806473e-6
2,swamp,4.231700809747982e-6
3,swamp,4.971309371206797e-6
4,swamp,1.3139959398750034e-5
1,apricot,7.306174988958298e-6
2,apricot,6.71250771689852e-6
3,apricot,5.015978339097906e-5
4,apricot,4.092517076089394e-5
1,citrus,5.022656032676973e-5
2,citrus,9.966397121615792e-5
3,citrus,1.2067702013690898e-4
4,citrus,5.823463241362428e-5
1,poultry,1.1269062377358118e-5
2,poultry,7.260307360137342e-6
3,poultry,7.185018950623043e-6
4,poultry,9.658764622538724e-6
1,peanuts,3.0324334421572702e-5
2,peanuts,3.255215945221174e-5
3,peanuts,1.5598962321356664e-5
4,peanuts,1.5158303216186881e-5
1,puff,4.469581246924656e-7
2,puff,3.366765247233052e-5
3,puff,5.7511772462993885e-5
4,puff,2.4929769475446595e-5
1,radicchio,5.289956707312227e-6
2,radicchio,2.496880047963661e-6
3,radicchio,1.199477875822178e-6
4,radicchio,2.4558835278267263e-6
1,pimiento,9.7999432693175e-7
2,pimiento,1.1655912062085486e-5
3,pimiento,6.050976818789152e-6
4,pimiento,4.210535269159743e-6
1,picnic,4.1280785962458254e-5
2,picnic,9.755440683700288e-5
3,picnic,5.255460278109778e-5
4,picnic,7.710686988587151e-5
1,taquitos,9.64235065704138e-6
2,taquitos,2.9563164000533916e-6
3,taquitos,7.916647938162264e-6
4,taquitos,5.489542378739809e-6
1,succotash,5.387164324531052e-6
2,succotash,2.875302463867476e-6
3,succotash,4.535843903429429e-6
4,succotash,1.530118847891736e-5
1,syrups,2.1220117213691878e-5
2,syrups,1.1618104410195589e-5
3,syrups,1.078516041264867e-5
4,syrups,2.504752772805348e-5
1,agave,1.712659972011402e-5
2,agave,2.696901630495815e-5
3,agave,2.1090907449545112e-5
4,agave,1.0766286539966528e-5
1,limeade,9.849487208471786e-7
2,limeade,1.2027586981489375e-5
3,limeade,3.0351855027715813e-6
4,limeade,8.935467417546429e-6
1,prairie,2.421724611158537e-6
2,prairie,2.0042646332033032e-7
3,prairie,6.859367276592966e-8
4,prairie,4.593643302303385e-6
1,dulce,2.5769360163400192e-5
2,dulce,2.1056757247361773e-5
3,dulce,9.986923177401667e-7
4,dulce,8.349139655867126e-6
1,caribou,1.1119420347470465e-6
2,caribou,1.0823372657336186e-6
3,caribou,1.000883987021381e-6
4,caribou,9.66572024744854e-7
1,weed,9.402867790025633e-6
2,weed,8.38376401783328e-7
3,weed,1.0234520694257165e-6
4,weed,4.335389920741008e-6
1,chickpeas,1.1956503603177015e-5
2,chickpeas,4.186916319864398e-5
3,chickpeas,2.935728241806893e-5
4,chickpeas,4.221482851583669e-6
1,lion,1.3099095086906986e-5
2,lion,1.3066489590926121e-5
3,lion,4.151853565130554e-6
4,lion,8.884508362123969e-7
1,chives,2.002075802680502e-5
2,chives,1.2548018879606387e-5
3,chives,2.7490525109687737e-5
4,chives,1.3802383638168565e-5
1,chewing,3.3286941425704434e-5
2,chewing,1.75736127395468e-5
3,chewing,1.0939596623535132e-5
4,chewing,1.3093198614549813e-5
1,squirrel,1.6513042415290322e-6
2,squirrel,2.9213657707469427e-6
3,squirrel,1.2162327789033475e-6
4,squirrel,4.618967678742482e-6
1,turnover,1.936344340677359e-5
2,turnover,2.2990906410533183e-5
3,turnover,9.14229749392926e-6
4,turnover,6.299470290459445e-5
1,loin,3.9660106401015145e-5
2,loin,3.1753565220855763e-6
3,loin,1.8282932642889423e-5
4,loin,2.000657913780251e-5
1,diabetes,1.1596083264076598e-5
2,diabetes,1.2662525174632349e-5
3,diabetes,1.4338769615471017e-5
4,diabetes,4.055197798464695e-6
1,oranges,2.60786155244066e-5
2,oranges,2.4301820778324602e-5
3,oranges,6.9573818932747054e-6
4,oranges,2.486130676805814e-5
1,parsnips,8.612170641635728e-6
2,parsnips,4.224034907152974e-6
3,parsnips,1.165168909397855e-6
4,parsnips,4.723126226787402e-6
1,link,1.275609103380926e-7
2,link,4.1464071258370096e-5
3,link,4.8228306469055015e-5
4,link,2.0496664223398914e-5
1,headcheese,1.244311555506715e-6
2,headcheese,1.5022660800390427e-6
3,headcheese,4.0597431506171086e-7
4,headcheese,1.0094440155290796e-6
1,artificial,1.643486032943225e-5
2,artificial,1.7827255208612927e-5
3,artificial,1.6419490847610475e-5
4,artificial,9.66029626930797e-6
1,mayonnaise,4.634477725304697e-5
2,mayonnaise,6.2901514818632486e-6
3,mayonnaise,2.0948318568387842e-5
4,mayonnaise,5.23018026447578e-5
1,hominy,2.081651601168196e-5
2,hominy,1.5860190645857164e-6
3,hominy,7.367107136031408e-8
4,hominy,9.763491424252179e-6
1,tapioca,1.7305626350785772e-6
2,tapioca,7.018758007928792e-6
3,tapioca,5.756099764952846e-6
4,tapioca,5.268179565672412e-6
1,gourd,3.74655715622522e-7
2,gourd,1.770897584075061e-6
3,gourd,4.946768893602222e-7
4,gourd,4.819760769444456e-7
1,currants,4.803618986308701e-7
2,currants,3.3589825694771325e-6
3,currants,3.48517668061758e-6
4,currants,3.083086060354354e-6
1,endive,3.5504007579564307e-6
2,endive,8.249711223178765e-6
3,endive,1.880888787939149e-5
4,endive,1.6425586957383213e-6
1,fillings,4.93501977720034e-6
2,fillings,7.421653244725565e-5
3,fillings,2.938534349337963e-5
4,fillings,6.321937212790052e-5
1,reduced,2.0280214232983623e-5
2,reduced,7.648279618529239e-6
3,reduced,2.088092739840544e-5
4,reduced,1.7770966246027452e-5
1,avocados,2.7729151668937712e-5
2,avocados,3.229032658041887e-5
3,avocados,3.038104585079115e-5
4,avocados,2.6131651694849453e-5
1,jicama,2.47554005111794e-5
2,jicama,8.051256548923822e-7
3,jicama,1.3689478638946239e-5
4,jicama,1.29816494384802e-6
1,frying,3.543826942608713e-5
2,frying,1.2302666225379304e-6
3,frying,4.895004491579235e-6
4,frying,3.958463065620794e-5
1,hazelnuts,6.77589460645777e-6
2,hazelnuts,1.0827069270182545e-5
3,hazelnuts,1.2289059469328762e-5
4,hazelnuts,8.607425575520937e-6
1,fillets,1.0263728501343275e-5
2,fillets,1.002328870601957e-5
3,fillets,2.63844038573759e-6
4,fillets,9.992069577048608e-7
1,butters,5.15482099872807e-6
2,butters,7.407046665142314e-6
3,butters,1.4918167752486417e-5
4,butters,3.731467895390193e-6
1,carbonated,4.998933364706139e-7
2,carbonated,3.245220009178495e-6
3,carbonated,1.077811607156273e-5
4,carbonated,4.183808820643158e-8
1,smelt,3.4993123375793043e-6
2,smelt,3.0350870028829264e-6
3,smelt,3.7473257795010563e-7
4,smelt,3.720154898568681e-7
1,semolina,1.5797070109003985e-6
2,semolina,2.976821754651607e-6
3,semolina,1.2967871095572026e-5
4,semolina,1.1614807962151332e-5
1,coriander,4.076347595233674e-6
2,coriander,1.367373576056086e-5
3,coriander,9.189434483521863e-6
4,coriander,1.1318710597971813e-7
1,groats,1.9260795481839687e-7
2,groats,9.7862021951743e-8
3,groats,1.7287879198313658e-6
4,groats,6.112862610654434e-8
1,nettles,1.1484473139048998e-7
2,nettles,1.7563319223192363e-8
3,nettles,1.8850061645555832e-6
4,nettles,6.29797215604742e-8
1,gram,3.509641229609128e-6
2,gram,4.807068961416313e-6
3,gram,7.2527451834270386e-06
4,gram,3.1583500764626446e-6
1,luxury,2.7918916690641248e-5
2,luxury,3.988392046968026e-6
3,luxury,1.9065646715258946e-5
4,luxury,2.809132142392383e-5
1,stinging,2.6455072182209007e-6
2,stinging,2.1183451662990495e-6
3,stinging,2.622511541146491e-7
4,stinging,1.2157733223547165e-6
1,puddings,2.967133181021459e-6
2,puddings,1.4804462838004386e-6
3,puddings,1.162351127778494e-5
4,puddings,1.3067262015647337e-5
1,fluid,2.398465715962158e-6
2,fluid,1.4391097173297818e-6
3,fluid,9.740467566461824e-6
4,fluid,9.84925431630693e-7
1,industrial,7.591394005358496e-5
2,industrial,1.0752416221461091e-4
3,industrial,3.179026546224024e-5
4,industrial,1.1361665162795826e-4
1,flakes,1.9495457609743043e-5
2,flakes,3.488563435903153e-5
3,flakes,2.9670691055155413e-5
4,flakes,2.0000681178073947e-5
1,plums,2.9088893674671673e-6
2,plums,4.77965336745842e-6
3,plums,1.6250134287636757e-6
4,plums,2.132209657634968e-6
1,garbanzo,7.937110262333113e-6
2,garbanzo,4.581732803214139e-6
3,garbanzo,3.5068270274390963e-6
4,garbanzo,1.7276071798185753e-5
1,lebanon,1.6739532677282058e-6
2,lebanon,8.089973774501823e-6
3,lebanon,4.769971943418861e-7
4,lebanon,1.2075615279962585e-6
1,seal,1.627976705460648e-5
2,seal,4.3378001828764074e-6
3,seal,1.6338938769359888e-5
4,seal,6.728411553316884e-6
1,mush,4.2582544595405643e-5
2,mush,3.1371831476755416e-5
3,mush,2.321169838752394e-5
4,mush,1.6424320360389494e-6
1,fern,2.03737295746521e-6
2,fern,3.449551383415608e-6
3,fern,3.732609589985397e-6
4,fern,1.4340582677823819e-7
1,fiddlehead,1.4830111091585902e-6
2,fiddlehead,5.139314674525803e-6
3,fiddlehead,3.807007460076675e-6
4,fiddlehead,2.058108173424615e-6
1,dove,1.4222946838236783e-5
2,dove,1.2445217008388219e-5
3,dove,9.17281696968689e-6
4,dove,1.4101317579772224e-5
1,malted,6.367000585777186e-6
2,malted,3.0507510115503164e-7
3,malted,2.614434314634217e-6
4,malted,6.317970717700515e-6
1,tangerine,1.149554175729067e-5
2,tangerine,3.260994967413753e-6
3,tangerine,3.2676815310591077e-6
4,tangerine,6.926441544710063e-7
1,acerola,2.03327703884273e-7
2,acerola,2.8030997335782685e-7
3,acerola,9.183767779961003e-7
4,acerola,6.791695139838725e-7
1,bamboo,6.897414796858714e-6
2,bamboo,3.5769570565634017e-6
3,bamboo,4.240365959910746e-6
4,bamboo,2.9686824848507227e-6
1,tomatillos,1.1646208837058358e-6
2,tomatillos,2.93019236092858e-6
3,tomatillos,3.459390889901189e-6
4,tomatillos,2.8522101539456605e-6
1,gooseberries,1.227616342439151e-6
2,gooseberries,1.8842918033939486e-6
3,gooseberries,2.14051057440659e-7
4,gooseberries,8.361677784533427e-7
1,supplement,3.130738342747878e-6
2,supplement,8.417615680282702e-6
3,supplement,8.349542106102574e-6
4,supplement,4.035075317479106e-6
1,drippings,6.179486325451104e-6
2,drippings,7.113664904728727e-6
3,drippings,5.536506159602564e-6
4,drippings,1.2389990237838743e-5
1,nopales,1.316229051118641e-6
2,nopales,6.966963830203625e-6
3,nopales,2.44915113904908e-6
4,nopales,4.880337719680231e-6
1,jellyfish,1.349041515050316e-6
2,jellyfish,1.7353631526404087e-7
3,jellyfish,5.033549893653398e-7
4,jellyfish,5.348053406546614e-8
1,imitation,1.1141270209547133e-5
2,imitation,1.0232857607237788e-5
3,imitation,1.1139507984051941e-5
4,imitation,2.854684961664807e-6
1,tuber,9.77768178035317e-7
2,tuber,1.5702206862999948e-6
3,tuber,2.0157341109043158e-7
4,tuber,4.53712768668805e-6
1,hips,6.7668038558739155e-6
2,hips,3.1027376888378798e-6
3,hips,8.241501891435224e-6
4,hips,6.097954794839939e-7
1,fava,4.471176255302007e-6
2,fava,1.0365553962268882e-5
3,fava,3.98184088198569e-6
4,fava,7.198558888243044e-6
1,flours,1.5394878017007922e-6
2,flours,1.068389531575764e-6
3,flours,1.3158791454708623e-6
4,flours,1.2781301501474595e-6
1,steelhead,1.3395006146023816e-6
2,steelhead,1.1171869985374118e-6
3,steelhead,1.0558737755179744e-6
4,steelhead,6.486589308324924e-7
1,lambs,3.88873163515288e-7
2,lambs,4.14779919662168e-8
3,lambs,7.351831579307011e-7
4,lambs,9.155498806289286e-7
1,sugars,1.1287485453279367e-5
2,sugars,6.993461131172349e-7
3,sugars,1.6031379812117632e-5
4,sugars,7.347260116763272e-6
1,novelties,1.6751813173652111e-6
2,novelties,5.976045324453847e-7
3,novelties,2.620239231858085e-7
4,novelties,1.626751088004739e-6
1,frostings,1.7212755728192757e-6
2,frostings,4.602094838821171e-6
3,frostings,8.832795707942467e-7
4,frostings,1.1183192876848521e-6
1,sweeteners,6.571020317037112e-6
2,sweeteners,9.7420312147694e-6
3,sweeteners,1.6735579509528302e-6
4,sweeteners,1.5318323358505053e-5
1,bulgur,9.956673421948256e-7
2,bulgur,1.5245063775924175e-6
3,bulgur,3.591141916183887e-6
4,bulgur,2.213037415511566e-6
1,squab,8.238462387668178e-7
2,squab,1.6679115964880082e-6
3,squab,2.5716177382632242e-6
4,squab,1.3839709839164607e-7
1,ferns,2.1614493560001945e-6
2,ferns,5.789587617199848e-8
3,ferns,4.059303786017492e-7
4,ferns,2.576653353616157e-6
1,apricots,5.09988604184633e-6
2,apricots,1.6071623743047222e-5
3,apricots,5.885356731661862e-6
4,apricots,2.079349662454132e-6
1,jellies,1.0343919671325449e-5
2,jellies,7.4905342455662925e-6
3,jellies,6.7266417496687755e-6
4,jellies,1.4423849885548959e-6
1,commercially,2.383448503955813e-6
2,commercially,3.5826518229049894e-6
3,commercially,6.412662676839753e-7
4,commercially,1.7168517221602862e-6
1,shoots,9.50571634773906e-6
2,shoots,2.5411552516315324e-6
3,shoots,8.465006664332187e-6
4,shoots,6.534099169171524e-6
1,knackwurst,9.954833953393077e-7
2,knackwurst,2.7375456893125335e-7
3,knackwurst,4.600439111245709e-7
4,knackwurst,3.508428732221099e-7
1,substitutes,2.198093154712805e-6
2,substitutes,9.212446100790877e-6
3,substitutes,1.7716307191170702e-5
4,substitutes,1.045617220121772e-6
1,prune,2.6149602690300916e-7
2,prune,1.272978481642455e-6
3,prune,1.5534954028137537e-6
4,prune,2.1161095166080174e-6
1,prunes,3.671286004821426e-7
2,prunes,1.249666479596296e-6
3,prunes,4.5782905789094995e-7
4,prunes,6.459697778779435e-9
1,candies,1.4250349102854673e-5
2,candies,6.153488483415744e-6
3,candies,2.292704604604231e-5
4,candies,3.5042884496215e-7
1,melons,1.707574735670328e-6
2,melons,7.655851717052365e-6
3,melons,2.490829325589664e-7
4,melons,6.001572441533916e-6
1,margarine,8.218006744773783e-6
2,margarine,4.0662320959296003e-7
3,margarine,5.451089086879615e-6
4,margarine,3.60470659493026e-6
1,frijoles,4.949133313610308e-6
2,frijoles,8.602689123028423e-7
3,frijoles,1.4666945904621928e-6
4,frijoles,4.166944226454808e-6
1,pockets,3.61156065414814e-6
2,pockets,1.9222753586871514e-5
3,pockets,1.3845829930680915e-5
4,pockets,1.2234707185772981e-5
1,vital,3.3956064306449643e-6
2,vital,1.3755728142274242e-6
3,vital,3.7105385355004195e-6
4,vital,1.9204913823671443e-6
1,cereals,9.8573356980504e-6
2,cereals,1.4231738663075312e-6
3,cereals,5.064112145846539e-6
4,cereals,6.539337313707311e-6
1,agents,9.158463148960445e-7
2,agents,1.5311316566751025e-6
3,agents,1.1118200456504646e-6
4,agents,2.685723562472113e-6
1,extract,4.136395568547178e-6
2,extract,4.638526482178106e-6
3,extract,3.900951775212374e-6
4,extract,5.0130245374264714e-6
1,household,8.41780830647376e-6
2,household,1.5210550034139547e-5
3,household,1.21607885015567e-5
4,household,1.6646608667133193e-6
1,germ,4.53951600536728e-6
2,germ,3.634162934169833e-6
3,germ,8.9044087441415e-6
4,germ,3.7289039356526562e-6
1,cornstarch,2.8429035540553717e-6
2,cornstarch,2.1199591420590795e-6
3,cornstarch,1.1015695194444003e-6
4,cornstarch,1.217479971091452e-6
1,yogurts,1.472021513396288e-6
2,yogurts,1.2883999145880316e-6
3,yogurts,2.2843885585869696e-6
4,yogurts,1.561072509256946e-7
1,shortening,1.5711977796300707e-6
2,shortening,1.306303283090747e-6
3,shortening,2.8643143622491713e-6
4,shortening,4.996035467415849e-7
1,pomegranates,1.976294165576039e-6
2,pomegranates,1.991845519941594e-6
3,pomegranates,1.042670842475264e-6
4,pomegranates,2.2729000329303183e-6
1,gelatin,3.2588886247940223e-6
2,gelatin,2.5046243793482107e-6
3,gelatin,3.894154407314204e-6
4,gelatin,2.8269417582694578e-6
1,creams,8.385222474700065e-6
2,creams,1.2408201744250614e-5
3,creams,1.6281182944149696e-5
4,creams,2.458279222341604e-6
1,soybeans,4.2021159467289164e-7
2,soybeans,1.0545406966320164e-6
3,soybeans,1.518481928667682e-7
4,soybeans,1.496086479077343e-6
1,winged,1.1334250367257482e-6
2,winged,5.903725291345598e-7
3,winged,3.2499598697292537e-6
4,winged,2.269840114947984e-7
1,confectionery,3.887636620571167e-7
2,confectionery,1.9267839716581314e-6
3,confectionery,9.845196650150595e-7
4,confectionery,1.9041889946525229e-6
1,spelt,1.5356721946135675e-6
2,spelt,1.1135284523208166e-6
3,spelt,8.142313239223006e-7
4,spelt,6.976641622022216e-7
1,sherbet,1.6014444931137582e-6
2,sherbet,2.9039133703009228e-8
3,sherbet,1.1956527874570787e-6
4,sherbet,1.3347271677238111e-6
1,millet,1.1439258396501276e-7
2,millet,5.575887368791444e-8
3,millet,2.4929106817071074e-7
4,millet,6.213736115476876e-7
1,drumstick,5.181979595002039e-6
2,drumstick,1.0265503772403864e-7
3,drumstick,6.416688048945909e-6
4,drumstick,5.98410443388977e-6
1,cones,5.076064064113193e-6
2,cones,2.25321992242231e-6
3,cones,7.4367300833499824e-6
4,cones,8.124537941552593e-6
1,mutton,6.516158530036935e-7
2,mutton,2.828610305275629e-7
3,mutton,9.607349785476303e-7
4,mutton,1.8504703220459844e-7
1,alfalfa,3.2303335379820574e-6
2,alfalfa,7.37494023809944e-7
3,alfalfa,2.0731096422715746e-6
4,alfalfa,2.2808861180066864e-6
1,whey,3.288979612665817e-6
2,whey,3.8655886456588894e-7
3,whey,2.3216024155956254e-6
4,whey,2.324399676814903e-6
1,chrysanthemum,3.019386878565229e-7
2,chrysanthemum,1.5475572395455498e-7
3,chrysanthemum,1.927478510171002e-7
4,chrysanthemum,3.9103896046807673e-7
1,raab,8.228947675223475e-7
2,raab,5.108911792745255e-7
3,raab,8.763458265908847e-7
4,raab,9.111413296939546e-7
1,hydrogenated,3.7085292565416403e-6
2,hydrogenated,4.0132173661756436e-7
3,hydrogenated,2.8272967930681503e-6
4,hydrogenated,3.416995254347848e-7
1,guinea,9.145827953834583e-7
2,guinea,1.8926379442122206e-7
3,guinea,1.9762989269861998e-6
4,guinea,4.20515272141264e-6
1,clementines,9.058338312123212e-7
2,clementines,9.543369721428049e-7
3,clementines,8.39066786982657e-7
4,clementines,4.217878723831302e-7
1,custards,5.221168446129407e-7
2,custards,3.207385274095126e-7
3,custards,2.5445317226300426e-6
4,custards,7.7406237851878e-7
1,crustaceans,3.456938077135904e-8
2,crustaceans,4.472466233479051e-9
3,crustaceans,1.5837306968086568e-6
4,crustaceans,4.581058633263472e-7
1,braunschweiger,9.823640186509554e-7
2,braunschweiger,2.3342460367893614e-7
3,braunschweiger,6.180047832102226e-7
4,braunschweiger,2.4619887848357574e-7
1,pheasant,2.616369938376385e-6
2,pheasant,1.484092894253325e-6
3,pheasant,2.5948407549265053e-6
4,pheasant,1.6269528579754404e-6
1,fungi,3.6847193323923405e-6
2,fungi,7.23475618563407e-7
3,fungi,2.835101408343684e-6
4,fungi,3.549840813270208e-8
1,lotus,1.3954203237820625e-6
2,lotus,1.0317115141575262e-6
3,lotus,9.68432911266791e-7
4,lotus,3.88963508372877e-6
1,rojos,1.889417923891638e-7
2,rojos,1.1499812969492638e-6
3,rojos,4.532083794749521e-7
4,rojos,2.8933478050040974e-7
1,epazote,2.1324057096262618e-7
2,epazote,4.6702891790271664e-7
3,epazote,1.8565288291949926e-7
4,epazote,1.2159760302700303e-6
1,mangos,1.3321920689494678e-6
2,mangos,1.6721535507120537e-6
3,mangos,4.36055825898491e-6
4,mangos,1.999245584790533e-6
1,soybean,1.854278216033834e-6
2,soybean,7.595008994114005e-8
3,soybean,1.629799135759167e-8
4,soybean,1.3244685593864213e-7
1,soursop,9.938021866976276e-7
2,soursop,2.253144583997883e-7
3,soursop,2.880235353510564e-7
4,soursop,5.731861747271588e-7
1,purslane,1.126978485468609e-6
2,purslane,3.907973870707287e-7
3,purslane,8.044949143719917e-8
4,purslane,4.820160421819495e-7
1,gums,8.226373052166635e-7
2,gums,4.4413653026712246e-6
3,gums,2.0167439560339443e-6
4,gums,3.489436264522622e-9
1,kumquats,5.803940901462963e-7
2,kumquats,1.1907913368566892e-7
3,kumquats,1.810611491542808e-7
4,kumquats,1.5942353256761987e-7
1,ostrich,6.842611563572476e-7
2,ostrich,1.2483923158077825e-6
3,ostrich,7.936451523571242e-7
4,ostrich,2.477774528218408e-6
1,shoyu,9.559716323664437e-7
2,shoyu,1.5272035799041403e-6
3,shoyu,1.331614601471444e-6
4,shoyu,2.4294182740393006e-6
1,apache,2.737815102744905e-7
2,apache,5.021881313095593e-7
3,apache,8.036839600747111e-8
4,apache,1.8422104415092814e-7
1,soymilk,2.174458021605192e-6
2,soymilk,6.536989286889779e-7
3,soymilk,1.9512550553183573e-6
4,soymilk,4.206646538087969e-7
1,cassava,2.5390962891182377e-7
2,cassava,3.1578799536987402e-6
3,cassava,1.5216973983374828e-6
4,cassava,3.3940810951382404e-6
1,cherimoya,2.4947313694733696e-7
2,cherimoya,3.511316401848772e-7
3,cherimoya,2.97046847007216e-7
4,cherimoya,1.4276512547792892e-7
1,chayote,3.835375280159919e-7
2,chayote,1.8284819851169193e-6
3,chayote,1.8138329658977654e-7
4,chayote,7.291061006120936e-7
1,cockles,3.399761708836555e-7
2,cockles,7.281331483014025e-7
3,cockles,1.090523696979139e-6
4,cockles,9.63295703522606e-7
1,salsify,2.673423309600054e-7
2,salsify,7.345949395059851e-8
3,salsify,5.758306616274414e-7
4,salsify,1.2352828027134687e-7
1,mollusks,1.723823844873845e-7
2,mollusks,1.6127397734792995e-8
3,mollusks,4.5738987228581955e-8
4,mollusks,8.066833498165258e-7
1,huckleberries,8.724625728671734e-7
2,huckleberries,5.260421907797556e-7
3,huckleberries,2.3131922997000233e-8
4,huckleberries,6.591270955108499e-7
1,pectin,2.0473389326192023e-8
2,pectin,6.859624959652151e-7
3,pectin,2.0152262907730572e-8
4,pectin,3.1448036773276434e-7
1,tangerines,6.15884896931411e-8
2,tangerines,2.5741134060127165e-7
3,tangerines,2.779155600694946e-7
4,tangerines,4.439166797478444e-7
1,rutabagas,1.413899016783005e-7
2,rutabagas,3.9012422078051133e-7
3,rutabagas,3.8100874322944184e-7
4,rutabagas,1.2800466316082705e-7
1,papad,2.945609436067676e-7
2,papad,2.247249885765225e-7
3,papad,1.7061337484105215e-7
4,papad,3.506004090448414e-7
1,cress,7.0626454759151645e-9
2,cress,3.8149706553872324e-7
3,cress,4.7683244120461264e-7
4,cress,1.7529830431950438e-7
1,carissa,2.1703145104657405e-7
2,carissa,7.091605990384639e-9
3,carissa,2.1273044710881568e-7
4,carissa,6.038143745814116e-7
1,emu,9.370972702572268e-9
2,emu,2.3665410379423794e-7
3,emu,7.621733851099717e-7
4,emu,3.2222023642195386e-8
1,amaranth,1.3063439042619688e-6
2,amaranth,3.4183452912886516e-7
3,amaranth,4.163974189804319e-7
4,amaranth,1.4967094106526458e-8
1,persimmons,4.871047382935555e-7
2,persimmons,8.495635050949618e-8
3,persimmons,1.1009074867621653e-7
4,persimmons,3.5807476943674265e-7
1,leavening,5.53259979243237e-7
2,leavening,1.4276121148619682e-7
3,leavening,2.8227278483961737e-7
4,leavening,6.160180642523172e-8
1,jute,3.701462911855202e-7
2,jute,2.082846427449449e-7
3,jute,2.511600298718904e-7
4,jute,2.1067873969827436e-7
1,walrus,3.622920030969085e-7
2,walrus,3.7671499860844453e-7
3,walrus,5.065472620688283e-7
4,walrus,8.357329301624704e-7
1,malabar,1.1109782157909658e-7
2,malabar,4.5984889602349717e-7
3,malabar,3.6284727423700157e-7
4,malabar,1.0679275853962848e-7
1,mungo,1.909174355058635e-7
2,mungo,5.597485770345377e-7
3,mungo,7.258335715340666e-8
4,mungo,2.1746429514032944e-7
1,frankfurter,1.0612661885239717e-7
2,frankfurter,6.803554441722968e-7
3,frankfurter,5.420807983365735e-7
4,frankfurter,7.53102786696161e-7
1,nectarines,8.465850286352487e-7
2,nectarines,1.4161297700019205e-6
3,nectarines,2.3998032205791727e-7
4,nectarines,6.189593493860528e-7
1,spearmint,9.054517830309054e-8
2,spearmint,3.3310304078369357e-7
3,spearmint,1.821153058894408e-7
4,spearmint,4.3509326350257534e-7
1,kohlrabi,1.9218894012063353e-6
2,kohlrabi,1.4058252101611234e-6
3,kohlrabi,3.515332297396418e-7
4,kohlrabi,4.81505340277212e-7
1,liverwurst,1.1374540353607155e-6
2,liverwurst,9.60261723300457e-7
3,liverwurst,6.377139330789116e-7
4,liverwurst,3.8535613585369895e-7
1,horned,3.070650018786807e-8
2,horned,2.0356873340453798e-7
3,horned,4.499876872101063e-7
4,horned,3.5646017226220746e-7
1,arrowroot,8.280586101657909e-8
2,arrowroot,2.0816567145848185e-7
3,arrowroot,6.19702555781179e-7
4,arrowroot,1.2976338988431648e-7
1,isolate,2.954773344233503e-7
2,isolate,2.761830199518714e-7
3,isolate,4.4285475521574915e-7
4,isolate,2.5676068905252737e-8
1,frybread,1.7342604235596102e-7
2,frybread,2.097993928551356e-7
3,frybread,7.70133551383809e-8
4,frybread,5.806030969753862e-7
1,besan,1.1810327079066473e-7
2,besan,3.0070708225767e-8
3,besan,8.539228751523043e-7
4,besan,3.807022724482413e-8
1,bockwurst,1.5471425372505272e-7
2,bockwurst,3.5271472511571426e-7
3,bockwurst,2.0113456701917624e-7
4,bockwurst,3.321414903540014e-7
